title,company,location,job_type,url,link,source,score,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Business Analytics,OMNIDYA TECH LLP,Ahmedabad,Internship,https://internshala.com/internship/detail/business-analytics-internship-in-ahmedabad-at-omnidya-tech-llp1772203557,https://internshala.com/internship/detail/business-analytics-internship-in-ahmedabad-at-omnidya-tech-llp1772203557,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Business Analytics,Fx31 Labs,Ahmedabad,Internship,https://internshala.com/internship/detail/business-analytics-internship-in-ahmedabad-at-fx31-labs1774270769,https://internshala.com/internship/detail/business-analytics-internship-in-ahmedabad-at-fx31-labs1774270769,Internshala - Internship,0,,just now,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Data Analytics,Tech Analogy,Ahmedabad,Internship,https://internshala.com/internship/detail/data-analytics-internship-in-ahmedabad-at-tech-analogy1773398427,https://internshala.com/internship/detail/data-analytics-internship-in-ahmedabad-at-tech-analogy1773398427,Internshala - Internship,0,,1 week ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Data Analytics,Cognitive Pixel,Ahmedabad,Internship,https://internshala.com/internship/detail/data-analytics-internship-in-ahmedabad-at-cognitive-pixel1771555690,https://internshala.com/internship/detail/data-analytics-internship-in-ahmedabad-at-cognitive-pixel1771555690,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Data Anlayst,Maxgen Technologies Private Limited,Ahmedabad,Internship,https://internshala.com/internship/detail/data-anlayst-internship-in-ahmedabad-at-maxgen-technologies-private-limited1772027503,https://internshala.com/internship/detail/data-anlayst-internship-in-ahmedabad-at-maxgen-technologies-private-limited1772027503,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Data Scientist,Maxgen Technologies Private Limited,Ahmedabad,Internship,https://internshala.com/internship/detail/data-scientist-internship-in-ahmedabad-at-maxgen-technologies-private-limited1771777975,https://internshala.com/internship/detail/data-scientist-internship-in-ahmedabad-at-maxgen-technologies-private-limited1771777975,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Electrical/Mechanical Engineer,Auto Forest,Ahmedabad,Internship,https://internshala.com/internship/detail/electrical-mechanical-engineer-internship-in-ahmedabad-at-auto-forest1772519543,https://internshala.com/internship/detail/electrical-mechanical-engineer-internship-in-ahmedabad-at-auto-forest1772519543,Internshala - Internship,0,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Equity Analyst,Next Step Advisors LLP,Ahmedabad,Internship,https://internshala.com/internship/detail/equity-analyst-internship-in-ahmedabad-at-next-step-advisors-llp1773310857,https://internshala.com/internship/detail/equity-analyst-internship-in-ahmedabad-at-next-step-advisors-llp1773310857,Internshala - Internship,0,,1 week ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Export Executive,Eco Export,Ahmedabad,Internship,https://internshala.com/internship/detail/export-executive-internship-in-ahmedabad-at-eco-export1772107086,https://internshala.com/internship/detail/export-executive-internship-in-ahmedabad-at-eco-export1772107086,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Geographic Information System (GIS),Shark Cybertech LLP,Ahmedabad,Internship,https://internshala.com/internship/detail/geographic-information-system-40gis-41-internship-in-ahmedabad-at-shark-cybertech-llp1773937627,https://internshala.com/internship/detail/geographic-information-system-40gis-41-internship-in-ahmedabad-at-shark-cybertech-llp1773937627,Internshala - Internship,0,,4 days ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Inventory & Business Operations,The House Of Vraj:bhoomi,Ahmedabad,Internship,https://internshala.com/internship/detail/inventory-business-operations-internship-in-ahmedabad-at-the-house-of-vrajbhoomi1772887558,https://internshala.com/internship/detail/inventory-business-operations-internship-in-ahmedabad-at-the-house-of-vrajbhoomi1772887558,Internshala - Internship,0,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Operations,Bummer,Ahmedabad,Internship,https://internshala.com/internship/detail/operations-internship-in-ahmedabad-at-bummer1773750684,https://internshala.com/internship/detail/operations-internship-in-ahmedabad-at-bummer1773750684,Internshala - Internship,0,,6 days ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Operations,Techify Solutions Pvt Ltd.,Ahmedabad,Internship,https://internshala.com/internship/detail/operations-internship-in-ahmedabad-at-techify-solutions-pvt-ltd1773726850,https://internshala.com/internship/detail/operations-internship-in-ahmedabad-at-techify-solutions-pvt-ltd1773726850,Internshala - Internship,0,,6 days ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Operations,JuniGadi,Ahmedabad,Internship,https://internshala.com/internship/detail/operations-internship-in-ahmedabad-at-junigadi1770443428,https://internshala.com/internship/detail/operations-internship-in-ahmedabad-at-junigadi1770443428,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
QA Automation,PRIMEQA SOLUTIONS PRIVATE LIMITED,Ahmedabad,Internship,https://internshala.com/internship/detail/qa-automation-internship-in-ahmedabad-at-primeqa-solutions1772689729,https://internshala.com/internship/detail/qa-automation-internship-in-ahmedabad-at-primeqa-solutions1772689729,Internshala - Internship,0,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
QA Testing,Meru Technosoft Private Limited,Ahmedabad,Internship,https://internshala.com/internship/detail/qa-testing-internship-in-ahmedabad-at-meru-technosoft-private-limited1773137490,https://internshala.com/internship/detail/qa-testing-internship-in-ahmedabad-at-meru-technosoft-private-limited1773137490,Internshala - Internship,0,,1 week ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Sales/Business Development,AgileVerify,Ahmedabad,Internship,https://internshala.com/internship/detail/sales-business-development-internship-in-ahmedabad-at-agileverify1773818063,https://internshala.com/internship/detail/sales-business-development-internship-in-ahmedabad-at-agileverify1773818063,Internshala - Internship,0,,5 days ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Software Development,EshiaBIM,Ahmedabad,Internship,https://internshala.com/internship/detail/game-development-internship-in-ahmedabad-at-eshiabim1772714434,https://internshala.com/internship/detail/game-development-internship-in-ahmedabad-at-eshiabim1772714434,Internshala - Internship,0,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Digital Marketing,Saltriver Infosystems Private Limited,Ahmedabad (Hybrid),Internship,https://internshala.com/internship/detail/part-time-digital-marketing-internship-in-ahmedabad-at-saltriver-infosystems-private-limited1772675861,https://internshala.com/internship/detail/part-time-digital-marketing-internship-in-ahmedabad-at-saltriver-infosystems-private-limited1772675861,Internshala - Internship,0,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Outreach & Business Development,CareerBricks Consulting Private Limited,"Ahmedabad, Chandigarh, Guwahati, Indore, Ludhiana, Lucknow, Bhopal (Hybrid)",Internship,https://internshala.com/internship/detail/part-time-outreach-business-development-internship-in-multiple-locations-at-careerbricks-consulting-private-limited1772690054,https://internshala.com/internship/detail/part-time-outreach-business-development-internship-in-multiple-locations-at-careerbricks-consulting-private-limited1772690054,Internshala - Internship,0,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Campus Ambassador,M.S. Education Consultant,"Ahmedabad, Gandhinagar, Mehsana, Nadiad, Surat, Anand, Navsari",Internship,https://internshala.com/internship/detail/campus-ambassador-programme-at-ms-education-consultant1774243771,https://internshala.com/internship/detail/campus-ambassador-programme-at-ms-education-consultant1774243771,Internshala - Internship,0,,,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Business Development Executive - EdTech,Alive Mind,"Ahmedabad, Nadiad, Surat, Anand, Vadodara, Bharuch (Hybrid)",Internship,https://internshala.com/internship/detail/business-development-executive-edtech-internship-in-multiple-locations-at-alive-mind1772113506,https://internshala.com/internship/detail/business-development-executive-edtech-internship-in-multiple-locations-at-alive-mind1772113506,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Database Building/Management,Techphoton Solutions Private Limited,"Ahmedabad, Rajkot, Surat, Vadodara (Hybrid)",Internship,https://internshala.com/internship/detail/database-building-management-internship-in-multiple-locations-at-techphoton-solutions-private-limited1772181556,https://internshala.com/internship/detail/database-building-management-internship-in-multiple-locations-at-techphoton-solutions-private-limited1772181556,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Database Building/Management,Techphoton Solutions Private Limited,"Amritsar, Chandigarh, Jalandhar, Ludhiana, Mohali, Punjab (Hybrid)",Internship,https://internshala.com/internship/detail/database-building-management-internship-in-multiple-locations-at-techphoton-solutions-private-limited1772178080,https://internshala.com/internship/detail/database-building-management-internship-in-multiple-locations-at-techphoton-solutions-private-limited1772178080,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Equity Analyst,FORTUNE ESTATE,"Anand, Vadodara, Ankleshwar, Bharuch, Changa, Dabhoi, Padra",Internship,https://internshala.com/internship/detail/equity-analyst-internship-in-multiple-locations-at-fortune-estate1772441431,https://internshala.com/internship/detail/equity-analyst-internship-in-multiple-locations-at-fortune-estate1772441431,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Database Building/Management,Techphoton Solutions Private Limited,"Asansol, Kolkata, Siliguri, Howrah, West Bengal (Hybrid)",Internship,https://internshala.com/internship/detail/database-building-management-internship-in-multiple-locations-at-techphoton-solutions-private-limited1772174174,https://internshala.com/internship/detail/database-building-management-internship-in-multiple-locations-at-techphoton-solutions-private-limited1772174174,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Techno Functional Operations/Data Analyst,Alchelyst India Pvt Ltd,Bangalore,Internship,https://internshala.com/internship/detail/techno-functional-operations-data-analyst-internship-in-bangalore-at-alchelyst-india-pvt-ltd1773892952,https://internshala.com/internship/detail/techno-functional-operations-data-analyst-internship-in-bangalore-at-alchelyst-india-pvt-ltd1773892952,Internshala - Internship,3,,4 days ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Application Support Engineer (Global Operations) — Intern-to-Hire,StanceBeam,Bangalore,Internship,https://internshala.com/internship/detail/application-support-engineer-global-operations--intern-to-hire-internship-in-bangalore-at-stancebeam1774246496,https://internshala.com/internship/detail/application-support-engineer-global-operations--intern-to-hire-internship-in-bangalore-at-stancebeam1774246496,Internshala - Internship,2,,,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
"E-Commerce Intern (Amazon, Flipkart & Blinkit)",EROEI Tech Private Limited,Bangalore,Internship,https://internshala.com/internship/detail/marketplace-amazon-flipkart-blinkit-internship-in-bangalore-at-eroei-tech-private-limited1772864342,https://internshala.com/internship/detail/marketplace-amazon-flipkart-blinkit-internship-in-bangalore-at-eroei-tech-private-limited1772864342,Internshala - Internship,2,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Privacy And Data Protection Intern,QpiAI,Bangalore,Internship,https://internshala.com/internship/detail/privacy-and-data-protection-intern-internship-in-bangalore-at-qpiai1773139686,https://internshala.com/internship/detail/privacy-and-data-protection-intern-internship-in-bangalore-at-qpiai1773139686,Internshala - Internship,2,,1 week ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Product Analyst Intern,Material Depot,Bangalore,Internship,https://internshala.com/internship/detail/product-analyst-intern-internship-in-bangalore-at-material-depot1772709188,https://internshala.com/internship/detail/product-analyst-intern-internship-in-bangalore-at-material-depot1772709188,Internshala - Internship,2,,2 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Private Equity Intelligence News Junior Analyst,Gain,Bangalore,Internship,https://internshala.com/internship/detail/private-equity-intelligence-news-junior-analyst-internship-in-bangalore-at-gain1773573609,https://internshala.com/internship/detail/private-equity-intelligence-news-junior-analyst-internship-in-bangalore-at-gain1773573609,Internshala - Internship,1,,1 week ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
AI & Data Science,SIRPI Products & Services Private Limited,Bangalore,Internship,https://internshala.com/internship/detail/ai-data-science-internship-in-bangalore-at-sirpi-products-services-private-limited1772098191,https://internshala.com/internship/detail/ai-data-science-internship-in-bangalore-at-sirpi-products-services-private-limited1772098191,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Accounting,Bharath Group,Bangalore,Internship,https://internshala.com/internship/detail/accounting-internship-in-bangalore-at-bharath-group1772438853,https://internshala.com/internship/detail/accounting-internship-in-bangalore-at-bharath-group1772438853,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Admission Operations,Newton School,Bangalore,Internship,https://internshala.com/internship/detail/admission-operations-internship-in-bangalore-at-newton-school1772004654,https://internshala.com/internship/detail/admission-operations-internship-in-bangalore-at-newton-school1772004654,Internshala - Internship,0,,3 weeks ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
Associate To Founder,YNDT,Bangalore,Internship,https://internshala.com/internship/detail/associate-to-founder-internship-in-bangalore-at-anaya-megha-mulchandani1773820030,https://internshala.com/internship/detail/associate-to-founder-internship-in-bangalore-at-anaya-megha-mulchandani1773820030,Internshala - Internship,0,,5 days ago,2026-03-23,22:37:09,hourly,24h,2026-03-23 22:47,,
